33.12.24.17.00.00.00;Ремонт, технический уход и обслуживание машин для подготовительных и вспомогательных работ;Ремонт, технический уход и обслуживание машин для подготовительных и вспомогательных работ;Работа
33.12.24.18.00.00.00;Ремонт, технический уход и обслуживание машин для земляных работ;Ремонт, технический уход и обслуживание машин для земляных работ;Работа
33.12.24.19.00.00.00;Ремонт, технический уход и обслуживание бурильных машин;Ремонт, технический уход и обслуживание бурильных машин;Работа
33.12.24.20.00.00.00;Ремонт, технический уход и обслуживание сваебойных машин;Ремонт, технический уход и обслуживание сваебойных машин;Работа
33.12.24.21.00.00.00;Ремонт, технический уход и обслуживание дробильно-сортировочных машин;Ремонт, технический уход и обслуживание дробильно-сортировочных машин;Работа
33.12.24.22.00.00.00;Ремонт, технический уход и обслуживание смесительных машин;Ремонт, технический уход и обслуживание смесительных машин;Работа
33.12.24.23.00.00.00;Ремонт, технический уход и обслуживание машин для транспортирования бетонных смесей и растворов;Ремонт, технический уход и обслуживание машин для транспортирования бетонных смесей и растворов;Работа
33.12.24.24.00.00.00;Ремонт, технический уход и обслуживание машин для укладки и уплотнения бетонной смеси;Ремонт, технический уход и обслуживание машин для укладки и уплотнения бетонной смеси;Работа
33.12.24.25.00.00.00;Ремонт, технический уход и обслуживание землеройно-транспортных машин;Ремонт, технический уход и обслуживание землеройно-транспортных машин;Работа
33.12.24.26.00.00.00;Ремонт, технический уход и обслуживание одноковшовых экскаваторов;Ремонт, технический уход и обслуживание одноковшовых экскаваторов;Работа
33.12.24.27.00.00.00;Ремонт, технический уход и обслуживание многоковшовых экскаваторов;Ремонт, технический уход и обслуживание многоковшовых экскаваторов;Работа
33.12.24.28.00.00.00;Ремонт, технический уход и обслуживание машин для гидромеханического способа разработки грунтов;Ремонт, технический уход и обслуживание машин для гидромеханического способа разработки грунтов;Работа
33.12.24.29.00.00.00;Ремонт, технический уход и обслуживание машин грунтоуплотнительных;Ремонт, технический уход и обслуживание машин грунтоуплотнительных;Работа
33.12.25.10.00.00.00;Ремонт, технический уход и обслуживание техники по выпуску продуктов питания;Ремонт, технический уход и обслуживание техники по выпуску продуктов питания;Работа
33.12.25.11.00.00.00;Ремонт, технический уход и обслуживание аппарата с инфракрасным нагревом;Ремонт, технический уход и обслуживание аппарата с инфракрасным нагревом;Работа
33.12.25.12.00.00.00;Ремонт, технический уход и обслуживание аппарата со сверхвысокочастотным нагревом;Ремонт, технический уход и обслуживание аппарата со сверхвысокочастотным нагревом;Работа
33.12.25.13.00.00.00;Ремонт, технический уход и обслуживание аппарата с электроконтактным нагревом;Ремонт, технический уход и обслуживание аппарата с электроконтактным нагревом;Работа
33.12.25.14.00.00.00;Ремонт, технический уход и обслуживание аппарата с индукционным нагревом;Ремонт, технический уход и обслуживание аппарата с индукционным нагревом;Работа
33.12.25.15.00.00.00;Ремонт, технический уход и обслуживание автоклава;Ремонт, технический уход и обслуживание автоклава;Работа
33.12.25.16.00.00.00;Ремонт, технический уход и обслуживание холодиного оборудования для обработки пищевых продуктов;Ремонт, технический уход и обслуживание холодиного оборудования для обработки пищевых продуктов;Работа
33.12.25.17.00.00.00;Ремонт, технический уход и обслуживание термизаторов;Ремонт, технический уход и обслуживание термизаторов;Работа
33.12.25.18.00.00.00;Ремонт, технический уход и обслуживание оборудования для антибактериальной обработки продуктов;Ремонт, технический уход и обслуживание оборудования для антибактериальной обработки продуктов;Работа
33.12.25.19.00.00.00;Ремонт, технический уход и обслуживание техники по обработке напитков;Ремонт, технический уход и обслуживание техники по обработке напитков;Работа
33.12.25.20.00.00.00;Ремонт, технический уход и обслуживание техники по выпуску табачных изделий;Ремонт, технический уход и обслуживание техники по выпуску табачных изделий  ;Работа
33.12.25.21.00.00.00;Ремонт, технический уход и обслуживание установок по переработке табачного листа;Ремонт, технический уход и обслуживание установок по переработке табачного листа;Работа
33.12.26.10.00.00.00;Ремонт и техническое обслуживание машин для текстильной промышленности;Ремонт и техническое обслуживание машин для текстильной промышленности;Работа
33.12.26.11.00.00.00;Ремонт и техническое обслуживание прядильных машин;Ремонт и техническое обслуживание прядильных машин ;Работа
33.12.26.12.00.00.00;Ремонт и техническое обслуживание крутильных машин;Ремонт и техническое обслуживание крутильных машин ;Работа
33.12.26.13.00.00.00;Ремонт и техническое обслуживание ткацких машин;Ремонт и техническое обслуживание ткацких машин ;Работа
33.12.26.14.00.00.00;Ремонт и техническое обслуживание швейных машин;Ремонт и техническое обслуживание швейных машин ;Работа
33.12.26.15.00.00.00;Ремонт и техническое обслуживание машин для швейной промышленности;Ремонт и техническое обслуживание машин для швейной промышленности;Работа
33.12.26.16.00.00.00;Ремонт и техническое обслуживание машин для кожевенной промышленности;Ремонт и техническое обслуживание машин для кожевенной промышленности;Работа
33.12.26.17.00.00.00;Ремонт и техническое обслуживание машин кожевенных отжимных;Ремонт и техническое обслуживание машин кожевенных отжимных;Работа
33.12.27.10.00.00.00;Ремонт, технический уход и обслуживание техники по производству бумаги;Ремонт, технический уход и обслуживание техники по производству бумаги;Работа
33.12.27.11.00.00.00;Ремонт, технический уход и обслуживание плоскосеточных (столовых) машин;Ремонт, технический уход и обслуживание плоскосеточных (столовых) машин;Работа
33.12.27.12.00.00.00;Ремонт, технический уход и обслуживание круглосеточных (цилиндрических) машин;Ремонт, технический уход и обслуживание круглосеточных (цилиндрических) машин;Работа
33.12.27.13.00.00.00;Ремонт, технический уход и обслуживание бумагоделательной машины;Ремонт, технический уход и обслуживание бумагоделательной машины;Работа
33.12.27.14.00.00.00;Ремонт, технический уход и обслуживание картоноделательной машины;Ремонт, технический уход и обслуживание картоноделательной машины;Работа
33.12.28.10.00.00.00;Ремонт, технический уход и обслуживание техники по производству пластика;Ремонт, технический уход и обслуживание техники по производству пластика;Работа
33.12.28.11.00.00.00;Ремонт, технический уход и обслуживание техники по производству изделий из резины;Ремонт, технический уход и обслуживание техники по производству изделий из резины ;Работа
33.12.28.12.00.00.00;Ремонт, технический уход и обслуживание двухсторонних вакуум-формовочных машин;Ремонт, технический уход и обслуживание двухсторонних вакуум-формовочных машин, рассчитаных на производство крупногабаритных пластмассовых изделий с толщиной стенки 10 - 15 мм.;Работа
33.12.28.13.00.00.00;Ремонт, технический уход и обслуживание формовочных машин;Ремонт, технический уход и обслуживание формовочных машин высокого давления;Работа
33.12.28.14.00.00.00;Ремонт, технический уход и обслуживание экструзионно-выдувных формовочных машин;Ремонт, технический уход и обслуживание экструзионно-выдувных формовочных машин;Работа
33.12.29.10.00.00.00;Ремонт, технический уход и обслуживание взвешивающего оборудования;Ремонт, технический уход и обслуживание взвешивающего оборудования;Работа
33.12.29.11.00.00.00;Ремонт, технический уход и обслуживание торговых автоматов;Ремонт, технический уход и обслуживание торговых автоматов;Работа
33.12.29.12.00.00.00;Ремонт калькуляторов;Ремонт калькуляторов;Работа
33.12.29.13.00.00.00;Ремонт печатных машинок;Ремонт печатных машинок;Работа
33.12.29.14.00.00.00;Расширенно-текущий ремонт турбоагрегата;Расширенно-текущий ремонт турбоагрегата;Работа
33.12.29.15.00.00.00;Техническое обслуживание прачечного оборудования;Техническое обслуживание прачечного оборудования;Работа
33.12.29.15.10.00.00;Ремонт прачечного оборудования;Ремонт прачечного оборудования;Работа
33.12.29.16.00.00.00;Техническое обслуживание системы защиты от электрохимической коррозии подземных газопроводов;Техническое обслуживание системы защиты от электрохимической коррозии подземных газопроводов;Работа
33.12.29.17.00.00.00;Ремонт и замена (поверка) контрольных устройств регистрации режимов труда и отдыха (тахограф);Ремонт и замена (поверка) контрольных устройств регистрации режимов труда и отдыха (тахограф);Работа
33.12.29.18.00.00.00;Поверка и калибровка измерительных систем контроля загазованности;Поверка и калибровка измерительных систем контроля загазованности;Работа
33.12.29.19.00.00.00;Текущий ремонт катера;Текущий ремонт катера;Работа
33.12.29.20.00.00.00;Техническое обслуживание и ремонт автотранспорта  с заменой запчастей;Техническое обслуживание и ремонт автотранспорта  с заменой запчастей ;Работа
33.12.29.21.00.00.00;Техническое обслуживание поломоечных машин;Техническое обслуживание поломоечных машин;Работа
33.12.29.22.00.00.00;Ремонт и техническое обслуживание машин специального назначения;Ремонт и техническое обслуживание машин специального назначения;Работа
33.12.29.23.00.00.00;Техническое обслуживание служебных вагонов и вагонов -тренажеров;Техническое обслуживание служебных вагонов и вагонов -тренажеров;Работа
33.12.29.25.00.00.00;Ремонт и техническое обслуживание климатических установок;Ремонт и техническое обслуживание климатических установок;Работа
33.12.29.26.00.00.00;Ремонт и техническое обслуживание упаковщиков;Ремонт и техническое обслуживание вакумных упаковщиков;Работа
33.12.29.27.00.00.00;Текущий ремонт оборудования автозаправочных станций;Текущий ремонт оборудования автозаправочных станций;Работа
33.12.29.29.00.00.00;Техническое и профилактическое  обслуживание вагономоечного комплекса;Техническое и профилактическое  обслуживание вагономоечного комплекса ;Работа
33.13.11.10.00.00.00;Ремонт и техническое обслуживание приборов и инструментов для измерения, тестирования и навигации авиационных двигателей;Ремонт и техническое обслуживание приборов и инструментов для измерения, тестирования и навигации авиационных двигателей;Работа
33.13.11.11.00.00.00;Ремонт и техническое обслуживание испытательного оборудования;Ремонт и техническое обслуживание испытательного оборудования ;Работа
33.13.11.12.00.00.00;Ремонт и техническое обслуживание испытательного оборудования для проверки тормозной системы поездов;Обследование, ремонт с заменой запасных частей в оборудовании по проверке тормозной системы поездов;Работа
33.13.11.12.10.00.00;Техническое обслуживание оборудования для проверки тормозных систем железнодорожного транспорта;Техническое обслуживание оборудования для проверки тормозных систем железнодорожного транспорта;Работа
33.13.11.13.00.00.00;Ремонт и техническое обслуживание метереологической аппаратуры;Ремонт и техническое обслуживание метереологической аппаратуры;Работа
33.13.11.14.00.00.00;Ремонт и техническое обслуживание приборов и инструментов для измерения, тестирования контрольно-физического оборудовани;Ремонт и техническое обслуживание приборов и инструментов для измерения, тестирования контрольно-физического оборудования;Работа
33.13.11.15.00.00.00;Ремонт и техническое обслуживание приборов и инструментов для измерения, тестирования геодезических инструментов;Ремонт и техническое обслуживание приборов и инструментов для измерения, тестирования геодезических инструментов;Работа
33.13.11.16.00.00.00;Ремонт и техническое обслуживание приборов и инструментов для определения уровня радиации;Ремонт и техническое обслуживание приборов и инструментов для определения уровня радиации;Работа
33.13.11.17.10.00.00;Ремонт средств измерений;Ремонт средств измерений;Работа
33.13.11.18.00.00.00;Ремонт газораздаточных колонок;Ремонт газораздаточных колонок ;Работа
33.13.11.19.00.00.00;Техническое обслуживание и ремонт аппарата для определения пробивного напряжения трансформаторного масла;Техническое обслуживание и ремонт аппарата для определения пробивного напряжения трансформаторного масла;Работа
33.13.11.20.00.00.00;Ремонт манометров;Ремонт манометров;Работа
33.13.11.21.00.00.00;Ремонт мерительного инструмента;Ремонт мерительного инструмента;Работа
33.13.11.22.00.00.00;Техническое обслуживание и ремонт динамометра;Техническое обслуживание и ремонт динамометра;Работа
33.13.11.23.00.00.00;Техническое обслуживание и ремонт счетчиков жидкостных;Техническое обслуживание и ремонт счетчиков жидкостных;Работа
33.13.11.24.00.00.00;Техническое обслуживание и ремонт цифрового манометра;Техническое обслуживание и ремонт цифрового манометра;Работа
33.13.11.25.00.00.00;Техническое обслуживание и ремонт цифрового мегаомметра;Техническое обслуживание и ремонт цифрового мегаомметра;Работа
33.13.11.26.00.00.00;Техническое обслуживание и ремонт цифрового мультиметра;Техническое обслуживание и ремонт цифрового мультиметра;Работа
33.13.11.27.00.00.00;Текущий ремонт инклинометров;Текущий ремонт инклинометров;Работа
33.13.11.28.00.00.00;Ремонт средств измерения электрических и механических величин;Ремонт средств измерения электрических и механических величин;Работа
33.13.11.29.00.00.00;Ремонт стендов тестирования;Обследование, испытание с заменой запасных частей стендов тестирования машин и механизмов;Работа
33.13.11.29.10.00.00;Ремонт и техническое обслуживание стендов тестирования;Ремонт и техническое обслуживание стендов тестирования;Работа
33.13.11.30.00.00.00;Ремонт и техническое обслуживание спутникового телевидения;Регулировка спутниковых антенн, настройка спутниковых ресиверов, замена поврежденного кабеля, настройка и регулировка магистральных усилителей и др.;Работа
33.13.11.30.10.00.00;Техническое обслуживание спутникового телевидения;Техническое обслуживание спутникового телевидения;Работа
33.13.11.30.20.00.00;Ремонт спутникового телевидения;Ремонт спутникового телевидения;Работа
33.13.11.31.00.00.00;Ремонт земной  спутниковой станции связи;Ремонт земной  спутниковой станции связи;Работа
33.13.11.34.00.00.00;Техническое сопровождение средств навигационного обеспечения;Техническое сопровождение средств навигационного обеспечения;Работа
33.13.12.10.00.00.00;Ремонт, технический уход и обслуживание иррадиационных аппаратов;Ремонт, технический уход и обслуживание иррадиационных аппаратов;Работа
33.13.12.11.00.00.00;Ремонт, технический уход и обслуживание оборудования для отображения магнитного резонанса;Ремонт, технический уход и обслуживание оборудования для отображения магнитного резонанса;Работа
33.13.12.12.00.00.00;Ремонт, технический уход и обслуживание медицинского ультразвукового оборудования;Ремонт, технический уход и обслуживание медицинского ультразвукового оборудования;Работа
33.13.12.13.00.00.00;Ремонт, технический уход и обслуживание регуляторов скорости;Ремонт, технический уход и обслуживание регуляторов скорости;Работа
33.13.12.14.00.00.00;Ремонт, технический уход и обслуживание слуховых аппаратов;Ремонт, технический уход и обслуживание слуховых аппаратов;Работа
33.13.12.15.00.00.00;Ремонт, технический уход и обслуживание  электрокардиографов;Ремонт, технический уход и обслуживание  электрокардиографов;Работа
33.13.12.16.00.00.00;Ремонт, технический уход и обслуживание  электромедицинское эндоскопическое оборудование;Ремонт, технический уход и обслуживание  электромедицинское эндоскопическое оборудование;Работа
33.13.13.10.00.00.00;Ремонт, технический уход и обслуживание биноклей;Ремонт, технический уход и обслуживание биноклей;Работа
33.13.13.11.00.00.00;Ремонт, технический уход и обслуживание микроскопов;Ремонт, технический уход и обслуживание микроскопов (за исключением электронных и фотонных микроскопов);Работа
33.13.13.12.00.00.00;Ремонт, технический уход и обслуживание телескопов;Ремонт, технический уход и обслуживание телескопов;Работа
33.13.13.13.00.00.00;Ремонт, технический уход и обслуживание призм и линз;Ремонт, технический уход и обслуживание призм и линз (за исключением офтальмологических);Работа
33.13.13.14.00.00.00;Ремонт, технический уход и обслуживание фотографического оборудования;Ремонт, технический уход и обслуживание фотографического оборудования ;Работа
33.13.19.10.00.00.00;Техническое обслуживание газоанализаторов;Техническое обслуживание газоанализаторов;Работа
33.13.19.11.00.00.00;Техническое обслуживание кислородомеров;Техническое обслуживание кислородомеров ;Работа
33.13.19.12.00.00.00;Техническое обслуживание устройств регистрации аварийных процессов;Техническое обслуживание устройств регистрации аварийных процессов;Работа
33.13.19.13.00.00.00;Техническое обслуживание центральной управляющей станции;Техническое обслуживание центральной управляющей станции;Работа
33.13.19.14.00.00.00;Техническое обслуживание системы пожарной;Техническое обслуживание системы пожарной ;Работа
33.13.19.15.00.00.00;Ремонт и техническое обслуживание системы электронной очереди;Наладка, ремонт и техническое обслуживание системы электронной очереди;Работа
33.13.19.16.00.00.00;Ремонт и техническое обслуживание оборудования профессионального электронного;Ремонт и техническое обслуживание оборудования профессионального электронного;Работа
33.14.11.10.00.00.00;Ремонт подвесных изоляторов;Ремонт, технический уход и обслуживание подвесных изоляторов;Работа
33.14.11.11.00.00.00;Ремонт разъединителей;Ремонт, технический уход и обслуживание разъединителей;Работа
33.14.11.12.00.00.00;Замена трансформаторов тока;Замена трансформаторов тока ;Работа
33.14.11.13.00.00.00;Ремонт турбогенератора;Ремонт, технический уход и обслуживание турбогенератора;Работа
33.14.11.14.00.00.00;Ремонт воздушных выключателей;Ремонт, технический уход и обслуживание воздушных выключателей;Работа
33.14.11.15.00.00.00;Реконструкция электротехнического оборудования;Реконструкция электротехнического оборудования;Работа
33.14.11.16.00.00.00;Ремонт, технический уход и обслуживание электротрансформаторов;Ремонт, технический уход и обслуживание электротрансформаторов;Работа
33.14.11.17.00.00.00;Ремонт, технический уход и обслуживание распределительных трансформаторов;Ремонт, технический уход и обслуживание распределительных трансформаторов ;Работа
33.14.11.18.00.00.00;Ремонт, технический уход и обслуживание  трансформаторов специального назначения;Ремонт, технический уход и обслуживание  трансформаторов специального назначения ;Работа
33.14.11.19.00.00.00;Ремонт автотрансформатора;Ремонт автотрансформатора;Работа
33.14.11.20.00.00.00;Ремонт с заменой насосных агрегатов;Ремонт с заменой насосных агрегатов ;Работа
33.14.11.21.00.00.00;Ремонт электродвигателей;Ремонт электродвигателей;Работа
33.14.11.22.00.00.00;Ремонт электрооборудования  с заменой обмоток и изоляции;Ремонт электрооборудования  с заменой обмоток и изоляции;Работа
33.14.11.23.00.00.00;Ремонт системы возбуждения;Ремонт системы возбуждения;Работа
33.14.11.24.00.00.00;Ремонт резервного трансформатора;Ремонт резервного трансформатора;Работа
33.14.11.25.00.00.00;Техническое обслуживание тиристорной системы возбуждения;Техническое обслуживание тиристорной системы возбуждения;Работа
33.14.11.26.00.00.00;Ремонт передвижных дизельных электростанций;Ремонт передвижных дизельных электростанций ;Работа
33.14.11.27.00.00.00;Текущий ремонт дизелей и  передвижных воздушных компрессоров;Текущий ремонт дизелей и  передвижных воздушных компрессоров;Работа
33.14.11.28.00.00.00;Ремонт, технический уход и обслуживание  электромоторов;Ремонт, технический уход и обслуживание  электромоторов;Работа
33.14.11.29.00.00.00;Ремонт, технический уход и обслуживание генераторов;Ремонт, технический уход и обслуживание генераторов;Работа
33.14.11.30.00.00.00;Ремонт, технический уход и обслуживание  моторов генераторных установок;Ремонт, технический уход и обслуживание  моторов генераторных установок;Работа
33.14.11.31.00.00.00;Техническое обслуживание дизель-генераторов;Техническое обслуживание дизель-генераторов;Работа
33.14.11.32.00.00.00;Текущий ремонт электростанций;Текущий ремонт электростанций;Работа
33.14.11.33.00.00.00;Техническое обслуживание электродегидраторов;Техническое обслуживание электродегидраторов;Работа
33.14.11.34.00.00.00;Ремонт комплектных трансформаторных подстанций;Ремонт комплектных трансформаторных подстанций;Работа
33.14.11.35.00.00.00;Ремонт щитов управления;Ремонт, технический уход и обслуживание щитов управления;Работа
33.14.11.36.00.00.00;Замена трансформаторов напряжения;Замена трансформаторов напряжения;Работа
33.14.11.37.00.00.00;Ремонт системы гарантированного питания электрической подстанции;Ремонт системы гарантированного питания электрической подстанции;Работа
33.14.11.41.00.00.00;Модернизация оборудования тяговых подстанций;Модернизация оборудования тяговых подстанций ;Работа
33.14.19.10.00.00.00;Ремонт щеточно-контактного аппарата;Ремонт щеточно-контактного аппарата;Работа
33.14.19.11.00.00.00;Ремонт, технический уход и обслуживание коммутационной аппаратуры;Ремонт, технический уход и обслуживание коммутационной аппаратуры;Работа
33.14.19.12.00.00.00;Ремонт, технический уход и обслуживание щитов управления;Ремонт, технический уход и обслуживание щитов управления;Работа
33.14.19.13.00.00.00;Ремонт, технический уход и обслуживание первичных и накопительных батарей;Ремонт, технический уход и обслуживание первичных и накопительных батарей;Работа
33.14.19.14.00.00.00;Ремонт, технический уход и обслуживание электроосветительного оборудования;Ремонт, технический уход и обслуживание электроосветительного оборудования;Работа
33.14.19.15.00.00.00;Ремонт, технический уход и обслуживание токонесущей электропроводки;Ремонт, технический уход и обслуживание токонесущей электропроводки;Работа
33.14.19.16.00.00.00;Ремонт, технический уход и обслуживание не токонесущей электропроводки;Ремонт, технический уход и обслуживание не токонесущей электропроводки ;Работа
33.14.19.17.00.00.00;Техническое обслуживание системы тиристорного возбуждения;Техническое обслуживание системы тиристорного возбуждения;Работа
33.14.19.18.00.00.00;Техническое обслуживание мини АТС;Техническое обслуживание мини АТС;Работа
33.14.19.19.00.00.00;Техническое обслуживание электрообогревательных установок;Техническое обслуживание электрообогревательных установок;Работа
33.14.19.20.00.00.00;Ремонт асинхронных электродвигателей;Ремонт асинхронных электродвигателей;Работа
33.14.19.21.00.00.00;Ремонт, технический уход и обслуживание электрооборудования;Ремонт, технический уход и обслуживание электрооборудования;Работа
33.14.19.22.00.00.00;Ремонт, технический уход и обслуживание телекоммуникационного оборудования;Ремонт, технический уход и обслуживание телекоммуникационного оборудования;Работа
33.15.10.10.00.00.00;Работы и услуги по ремонту и техническому уходу и обслуживанию кораблей;Ремонт, технический уход и обслуживание кораблей;Работа
33.15.10.11.00.00.00;Работы и услуги по ремонту и техническому уходу и обслуживанию прогулочных лодок;Ремонт, технический уход и обслуживание прогулочных лодок;Работа
33.15.10.12.00.00.00;Дефектация корпуса судов и механизмов;Дефектация корпуса судов и механизмов;Работа
33.15.10.13.00.00.00;Ремонт корпусов судов;Ремонт корпусов судов;Работа
33.15.10.14.00.00.00;Исправление кривизны корпусов;Исправление кривизны корпусов;Работа
33.15.10.15.00.00.00;Ремонт винторулевого комплекса;Ремонт винторулевого комплекса;Работа
33.15.10.16.00.00.00;Ремонт и центровка валопровода (с обязательным выполнением ультразвукового контроля валов);Ремонт и центровка валопровода (с обязательным выполнением ультразвукового контроля валов);Работа
33.15.10.17.00.00.00;Ремонт донно-забортной арматуры;Ремонт донно-забортной арматуры;Работа
33.15.10.18.00.00.00;Подготовка судов к освидетельствованию, дефектации;Подготовка судов к освидетельствованию, дефектации ;Работа
33.15.10.19.00.00.00;Доковый ремонт;Доковый ремонт кораблей, катеров и судов;Работа
33.15.10.20.00.00.00;Средний ремонт;Средний ремонт кораблей, катеров и судов;Работа
33.16.10.10.00.00.00;Ремонт, технический уход и обслуживание воздушных судов;Ремонт, технический уход и обслуживание воздушных судов (за исключением реконструкции, технического осмотра, капитального ремонта);Работа
33.16.10.11.00.00.00;Ремонт, технический уход и обслуживание двигателей воздушных судов;Ремонт, технический уход и обслуживание двигателей воздушных судов;Работа
33.17.11.10.10.00.00;Техническое обслуживание грузовых вагонов;Поддержанию работоспособности или исправности грузового вагона в сформированных или транзитных поездах, а также порожнего вагона при подготовке к перевозкам без его отцепки от состава или группы вагонов;Работа
33.17.11.10.11.10.00;Текущий отцепочный ремонт  грузовых вагонов (ТР-1);Ремонт порожнего вагона, выполняемый при его подготовке к перевозке с отцепкой от состава или группы вагонов, подачей на специализированные пути с переводом в нерабочий парк. ;Работа
33.17.11.10.11.11.00;Текущий отцепочный ремонт  грузовых вагонов (ТР-2);Ремонт груженого или порожнего грузового вагона, с отцепкой от транзитных и прибывших в разборку поездов или от сформированных составов, переводом в нерабочий парк и подачей на специализированные пути;Работа
33.17.11.10.11.12.00;Деповской ремонт  грузовых вагонов (ДР);Ремонт, выполняемый для восстановления исправности и частичного восстановления ресурса вагона с заменой или восстановлением составных частей ограниченной номенклатуры и контролем технического состояния составных частей;Работа
33.17.11.10.11.13.00;Капитальный ремонт  грузовых вагонов (КР);Ремонт, выполняемый для восстановления исправности полного или близкого к полному восстановлению ресурса вагона с заменой или восстановлением любых его частей, включая базовые;Работа
